MyUnknownColumn,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount
1975,0,0.0,Mobile,1,6.0,DC,Male,2.0,4,Laptop,1,Married,7,0,22.0,2.0,2.0,2.0,147.75
3072,1,1.0,Computer,1,10.0,COD,Male,4.0,4,Mobile,5,Single,2,0,23.0,1.0,2.0,5.0,156.02
91,1,0.0,Computer,3,32.0,E wallet,Female,2.0,4,Laptop,5,Single,6,0,15.0,0.0,1.0,1.0,166.96
869,0,25.0,Computer,1,34.0,CC,Female,2.0,1,Grocery,3,Divorced,3,1,11.0,0.0,2.0,2.0,232.47000000000003
3232,0,12.0,Mobile,1,7.0,DC,Female,3.0,4,Fashion,3,Single,6,1,15.0,1.0,2.0,1.0,203.61
3250,0,8.0,Mobile,1,15.0,DC,Female,3.0,4,Laptop,5,Married,5,0,15.0,2.0,2.0,1.0,176.21
1224,0,0.0,Mobile,1,6.0,DC,Female,3.0,4,Mobile,3,Married,2,1,13.0,0.0,1.0,0.0,129.33
1827,1,0.0,Mobile,3,19.0,CC,Male,2.0,3,Laptop,5,Married,3,0,17.0,0.0,1.0,2.0,142.33
3549,0,3.0,Mobile,1,22.0,DC,Female,4.0,6,Mobile,2,Divorced,2,1,19.0,2.0,2.0,4.0,146.68
4935,0,17.0,Mobile,3,32.0,CC,Male,4.0,5,Fashion,1,Married,7,0,14.0,2.0,2.0,1.0,232.98000000000002
3807,0,8.0,Mobile,1,7.0,DC,Male,3.0,4,Laptop,1,Married,11,0,18.0,2.0,3.0,2.0,179.84
5506,0,19.0,Mobile,1,32.0,DC,Female,4.0,5,Laptop,1,Married,2,0,14.0,1.0,4.0,9.0,184.06
67,1,0.0,Mobile,1,29.0,DC,Male,2.0,4,Laptop,3,Divorced,4,1,13.0,1.0,1.0,1.0,159.16
4150,0,3.0,Mobile,1,35.0,CC,Female,4.0,5,Mobile,5,Single,3,0,15.0,1.0,2.0,5.0,162.85
2311,1,20.0,Mobile,1,13.0,CC,Female,2.0,4,Fashion,5,Married,8,1,14.0,1.0,5.0,9.0,200.08
2625,0,10.0,Mobile,2,14.0,UPI,Male,2.0,3,Laptop,4,Married,3,0,13.0,3.0,4.0,7.0,140.71
382,0,2.0,Mobile,3,9.0,CC,Female,3.0,3,Laptop,3,Divorced,2,0,14.0,0.0,1.0,2.0,155.61
2211,0,13.0,Computer,3,8.0,CC,Male,3.0,3,Laptop,4,Married,6,0,12.0,1.0,1.0,0.0,143.27
801,0,16.0,Mobile,3,10.0,E wallet,Female,2.0,4,Fashion,2,Single,4,0,14.0,10.0,15.0,17.0,202.31
4412,0,3.0,Mobile,1,22.0,DC,Male,3.0,4,Mobile,1,Single,3,0,20.0,2.0,2.0,6.0,148.4
4315,0,3.0,Computer,1,7.0,COD,Male,3.0,4,Laptop,3,Married,3,0,14.0,1.0,2.0,10.0,168.19
528,0,23.0,Computer,1,8.0,DC,Male,3.0,3,Grocery,5,Married,2,0,11.0,1.0,14.0,7.0,279.24
4188,0,18.0,Mobile,1,14.0,CC,Female,3.0,5,Fashion,1,Married,5,0,15.0,1.0,6.0,3.0,227.48
1790,0,28.0,Mobile,3,24.0,DC,Female,2.0,3,Grocery,4,Single,4,0,23.0,1.0,7.0,8.0,268.35
4982,0,8.0,Computer,1,9.0,DC,Male,4.0,4,Laptop,3,Single,4,0,12.0,2.0,2.0,3.0,165.33
4954,0,8.0,Computer,1,10.0,DC,Male,3.0,4,Laptop,1,Single,2,0,18.0,2.0,2.0,5.0,202.56
5532,0,13.0,Mobile,1,16.0,CC,Male,3.0,4,Laptop,5,Married,3,0,26.0,1.0,8.0,10.0,176.51
95,0,9.0,Mobile,1,11.0,DC,Male,3.0,3,Laptop,4,Single,9,0,16.0,0.0,3.0,7.0,159.14
5569,0,14.0,Computer,1,18.0,COD,Female,4.0,4,Laptop,3,Married,3,0,12.0,8.0,10.0,5.0,188.23
2073,0,27.0,Mobile,1,23.0,COD,Female,2.0,3,Fashion,3,Married,9,0,11.0,0.0,1.0,8.0,207.39
2953,0,20.0,Mobile,3,9.0,COD,Female,4.0,6,Grocery,4,Divorced,5,1,16.0,7.0,8.0,8.0,293.72
4160,1,5.0,Mobile,3,7.0,DC,Female,4.0,4,Laptop,1,Single,10,1,12.0,1.0,2.0,6.0,184.93
2091,0,14.0,Computer,1,13.0,DC,Female,2.0,5,Others,3,Married,2,0,16.0,5.0,5.0,10.0,299.73
4066,0,12.0,Mobile,1,16.0,DC,Male,4.0,4,Mobile,1,Married,4,0,20.0,2.0,2.0,4.0,172.71
1397,0,17.0,Mobile,3,6.0,E wallet,Female,3.0,3,Laptop,5,Married,6,1,21.0,1.0,1.0,3.0,154.54
578,0,11.0,Computer,3,16.0,COD,Female,2.0,3,Laptop,2,Single,2,1,13.0,0.0,1.0,3.0,156.66
4635,0,1.0,Mobile,3,35.0,E wallet,Male,4.0,4,Laptop,4,Married,3,0,21.0,1.0,2.0,5.0,187.72
1145,0,7.0,Mobile,3,9.0,DC,Female,2.0,5,Laptop,1,Single,6,0,12.0,1.0,2.0,2.0,160.29
1661,0,22.0,Mobile,1,6.0,COD,Female,2.0,4,Grocery,3,Single,8,1,12.0,0.0,2.0,7.0,239.64
3370,0,10.0,Mobile,1,14.0,UPI,Male,4.0,4,Mobile,2,Single,4,0,19.0,1.0,2.0,2.0,171.78
2162,0,9.0,Computer,1,24.0,DC,Male,3.0,3,Laptop,1,Single,3,0,20.0,0.0,1.0,9.0,177.79
123,0,10.0,Mobile,1,6.0,CC,Female,2.0,4,Mobile,5,Divorced,3,0,14.0,1.0,1.0,2.0,139.2
4349,0,25.0,Mobile,1,10.0,CC,Female,4.0,4,Grocery,4,Single,5,0,19.0,1.0,2.0,1.0,262.34
634,0,10.0,Mobile,2,30.0,CC,Male,2.0,3,Mobile,4,Single,2,0,16.0,0.0,1.0,4.0,121.77000000000001
3421,1,1.0,Mobile,1,18.0,CC,Female,4.0,5,Mobile,5,Single,3,1,16.0,1.0,2.0,1.0,151.0
1714,0,4.0,Mobile,1,16.0,DC,Male,2.0,4,Mobile,4,Single,1,1,16.0,2.0,2.0,2.0,126.57
5362,0,12.0,Mobile,1,11.0,CC,Female,3.0,4,Mobile,3,Married,9,0,20.0,1.0,2.0,1.0,158.06
3064,0,2.0,Mobile,3,16.0,DC,Male,4.0,4,Laptop,2,Single,3,0,17.0,2.0,2.0,8.0,177.53
446,0,0.0,Computer,1,6.0,DC,Female,3.0,5,Mobile,2,Married,4,0,14.0,2.0,2.0,0.0,143.64
1876,0,5.0,Mobile,1,9.0,DC,Female,2.0,3,Fashion,1,Single,4,0,15.0,6.0,7.0,3.0,211.58999999999997
4680,0,22.0,Mobile,3,9.0,E wallet,Male,3.0,2,Laptop,4,Married,5,0,13.0,1.0,3.0,3.0,206.2
1097,1,10.0,Mobile,2,28.0,UPI,Male,2.0,5,Mobile,3,Married,2,0,11.0,0.0,1.0,0.0,115.55000000000001
5606,0,8.0,Mobile,3,35.0,E wallet,Female,4.0,5,Laptop,3,Married,3,0,22.0,2.0,2.0,8.0,192.12
317,0,9.0,Computer,3,16.0,CC,Male,2.0,3,Fashion,2,Single,2,0,14.0,1.0,9.0,7.0,199.8
5233,0,2.0,Mobile,1,36.0,DC,Male,4.0,6,Laptop,4,Married,3,0,15.0,1.0,2.0,8.0,190.49
835,0,14.0,Computer,3,6.0,E wallet,Female,3.0,3,Laptop,5,Married,1,0,17.0,0.0,1.0,7.0,141.03
1530,0,6.0,Mobile,1,20.0,CC,Female,3.0,3,Mobile,4,Married,2,0,13.0,1.0,1.0,6.0,127.56
2529,0,27.0,Mobile,1,28.0,CC,Female,3.0,3,Grocery,3,Married,4,0,25.0,1.0,4.0,7.0,274.26
1176,0,30.0,Computer,3,8.0,CC,Male,2.0,3,Grocery,4,Married,5,0,22.0,10.0,14.0,14.0,0.0
5323,0,11.0,Mobile,1,17.0,CC,Female,4.0,4,Mobile,4,Married,3,0,12.0,5.0,8.0,8.0,164.36
2626,1,0.0,Mobile,3,33.0,DC,Male,2.0,3,Laptop,1,Single,2,1,18.0,3.0,7.0,7.0,158.13
1064,0,6.0,Mobile,3,8.0,CC,Male,3.0,3,Laptop,1,Married,2,0,14.0,1.0,1.0,4.0,155.05
378,0,7.0,Mobile,1,6.0,DC,Male,3.0,3,Mobile,2,Divorced,2,0,12.0,6.0,8.0,8.0,126.91
2160,0,10.0,Mobile,1,6.0,COD,Female,3.0,4,Mobile,4,Single,2,1,11.0,1.0,2.0,2.0,120.69999999999999
747,0,6.0,Computer,3,31.0,CC,Female,2.0,3,Laptop,3,Divorced,2,0,12.0,0.0,1.0,1.0,145.39
5333,0,10.0,Mobile,1,12.0,DC,Female,3.0,4,Fashion,5,Married,6,0,13.0,2.0,2.0,3.0,205.08
4219,0,11.0,Mobile,1,7.0,DC,Male,3.0,5,Laptop,3,Married,3,0,19.0,1.0,2.0,8.0,184.93
2066,0,23.0,Mobile,1,30.0,DC,Male,3.0,3,Grocery,3,Married,4,1,18.0,1.0,2.0,5.0,239.73000000000002
1942,0,15.0,Mobile,1,6.0,DC,Female,2.0,4,Laptop,1,Married,10,1,13.0,0.0,1.0,2.0,160.62
4060,0,21.0,Computer,1,21.0,COD,Male,4.0,4,Laptop,4,Married,10,0,19.0,1.0,2.0,8.0,179.67
2630,0,19.0,Computer,3,32.0,DC,Male,3.0,4,Laptop,4,Single,9,0,15.0,1.0,2.0,2.0,179.91
251,0,24.0,Mobile,3,20.0,DC,Female,2.0,3,Laptop,2,Divorced,5,0,11.0,0.0,1.0,7.0,149.36
1410,0,28.0,Mobile,1,14.0,CC,Female,2.0,3,Grocery,3,Married,3,1,14.0,1.0,2.0,2.0,247.56
1869,0,7.0,Mobile,1,15.0,CC,Female,2.0,4,Fashion,4,Single,2,0,14.0,4.0,7.0,7.0,186.21
2805,0,2.0,Mobile,1,34.0,CC,Female,3.0,4,Mobile,5,Single,2,0,14.0,0.0,1.0,4.0,137.85
264,0,10.0,Mobile,1,16.0,DC,Male,2.0,3,Laptop,4,Single,3,1,12.0,0.0,1.0,1.0,141.97
1298,0,0.0,Mobile,1,6.0,DC,Male,3.0,3,Mobile,3,Single,1,0,12.0,0.0,1.0,2.0,133.75
2321,0,29.0,Mobile,1,29.0,DC,Male,3.0,3,Grocery,4,Married,5,1,12.0,13.0,2.0,9.0,234.01999999999998
2738,0,0.0,Mobile,3,15.0,E wallet,Male,2.0,3,Laptop,1,Single,2,0,14.0,1.0,1.0,7.0,141.05
1477,1,0.0,Mobile,3,26.0,DC,Female,3.0,5,Laptop,3,Married,4,1,11.0,0.0,2.0,2.0,145.59
3652,0,25.0,Mobile,2,12.0,DC,Male,3.0,4,Grocery,4,Married,3,1,12.0,1.0,2.0,11.0,265.26
2339,0,25.0,Computer,1,34.0,CC,Female,2.0,1,Grocery,3,Married,3,1,11.0,1.0,2.0,2.0,232.47000000000003
4466,0,6.0,Mobile,3,14.0,DC,Male,4.0,5,Laptop,3,Married,3,0,15.0,4.0,5.0,9.0,179.84
5610,0,9.0,Mobile,2,33.0,DC,Female,3.0,4,Fashion,1,Single,3,1,17.0,2.0,2.0,3.0,213.37
2459,0,21.0,Mobile,1,16.0,UPI,Female,3.0,3,Mobile,5,Married,9,0,12.0,6.0,7.0,6.0,123.66999999999999
3678,0,15.0,Computer,1,29.0,DC,Female,4.0,4,Laptop,2,Married,5,1,15.0,1.0,4.0,4.0,179.67
1800,0,6.0,Mobile,1,6.0,CC,Female,3.0,1,Grocery,3,Married,5,0,19.0,1.0,1.0,5.0,261.84
4773,0,8.0,Mobile,2,10.0,UPI,Male,3.0,4,Mobile,1,Married,2,0,20.0,2.0,2.0,3.0,162.37
4279,0,17.0,Computer,3,33.0,DC,Male,4.0,4,Grocery,1,Married,3,1,16.0,2.0,5.0,13.0,294.59
4322,0,2.0,Mobile,1,28.0,CC,Male,3.0,4,Mobile,1,Married,3,0,12.0,1.0,2.0,3.0,152.13
4756,0,9.0,Mobile,1,7.0,DC,Female,3.0,2,Mobile,3,Single,5,0,14.0,3.0,3.0,3.0,150.06
153,0,0.0,Computer,1,6.0,DC,Female,2.0,3,Laptop,4,Married,2,0,20.0,0.0,1.0,4.0,163.97
407,0,20.0,Mobile,3,20.0,E wallet,Male,2.0,3,Laptop,5,Single,3,0,12.0,0.0,1.0,7.0,149.6
2098,0,12.0,Computer,1,28.0,CC,Female,2.0,3,Fashion,5,Single,2,1,13.0,1.0,2.0,8.0,208.8
4062,0,13.0,Mobile,1,16.0,CC,Male,3.0,4,Laptop,5,Married,3,0,26.0,5.0,8.0,10.0,176.51
3243,0,14.0,Mobile,1,9.0,CC,Female,3.0,5,Mobile,2,Single,2,1,21.0,3.0,3.0,4.0,148.42
2303,0,7.0,Mobile,1,15.0,DC,Male,2.0,3,Fashion,1,Married,1,0,11.0,0.0,1.0,6.0,185.0
5154,0,26.0,Computer,1,35.0,CC,Female,3.0,2,Grocery,3,Married,4,1,12.0,2.0,2.0,3.0,257.47
2942,0,3.0,Mobile,1,22.0,DC,Male,3.0,4,Mobile,2,Single,3,0,20.0,1.0,2.0,6.0,148.4
3056,1,5.0,Computer,3,11.0,E wallet,Male,3.0,4,Laptop,4,Single,3,0,19.0,8.0,8.0,3.0,218.55
5419,0,4.0,Mobile,1,23.0,DC,Male,3.0,2,Laptop,3,Married,5,0,17.0,2.0,2.0,8.0,177.94
1506,0,10.0,Computer,1,15.0,CC,Male,2.0,3,Mobile,4,Married,7,0,18.0,2.0,2.0,2.0,120.24000000000001
289,1,0.0,Mobile,3,6.0,COD,Female,3.0,3,Mobile,4,Single,2,1,16.0,1.0,1.0,4.0,132.02
3330,0,1.0,Computer,1,11.0,DC,Male,3.0,5,Mobile,2,Divorced,2,0,18.0,1.0,4.0,5.0,156.62
544,1,2.0,Mobile,1,16.0,CC,Male,3.0,3,Mobile,5,Divorced,8,1,21.0,1.0,2.0,2.0,124.03999999999999
1863,0,11.0,Mobile,3,13.0,E wallet,Female,2.0,4,Laptop,1,Single,1,0,20.0,1.0,1.0,5.0,140.28
5497,0,2.0,Mobile,3,10.0,CC,Female,4.0,4,Mobile,4,Married,3,0,20.0,2.0,2.0,1.0,153.56
1022,0,22.0,Mobile,1,31.0,DC,Female,2.0,3,Mobile,5,Married,2,0,14.0,0.0,1.0,4.0,132.11
4534,0,2.0,Mobile,3,16.0,DC,Male,4.0,4,Laptop,1,Single,3,0,17.0,2.0,2.0,8.0,177.53
604,0,8.0,Mobile,1,31.0,CC,Female,2.0,3,Fashion,3,Married,2,1,11.0,2.0,10.0,1.0,203.88
4552,0,28.0,Mobile,1,12.0,CC,Male,3.0,4,Others,5,Married,6,0,16.0,2.0,2.0,3.0,319.06
5263,0,22.0,Mobile,3,23.0,DC,Female,4.0,4,Laptop,3,Married,10,0,15.0,8.0,8.0,8.0,189.39
1102,0,4.0,Mobile,1,8.0,DC,Male,3.0,3,Mobile,3,Married,2,0,14.0,0.0,1.0,3.0,134.77
4660,0,6.0,Mobile,1,16.0,DC,Female,4.0,4,Laptop,1,Married,3,1,13.0,2.0,2.0,6.0,188.22
5147,0,25.0,Computer,3,9.0,E wallet,Male,3.0,4,Fashion,4,Married,4,0,12.0,4.0,4.0,3.0,230.96
1308,0,0.0,Mobile,3,14.0,UPI,Female,2.0,3,Laptop,3,Married,1,1,22.0,1.0,1.0,4.0,149.07
4104,0,21.0,Mobile,1,32.0,CC,Male,3.0,4,Fashion,3,Single,4,0,24.0,2.0,13.0,3.0,211.33
3427,0,15.0,Mobile,1,14.0,CC,Female,3.0,4,Laptop,3,Single,8,0,15.0,2.0,3.0,2.0,175.03
3648,0,8.0,Mobile,1,16.0,DC,Male,3.0,4,Fashion,2,Married,2,0,12.0,2.0,2.0,3.0,210.0
4122,0,11.0,Mobile,1,17.0,DC,Female,3.0,2,Fashion,1,Married,3,1,26.0,1.0,7.0,9.0,262.44
4998,1,6.0,Computer,3,19.0,DC,Male,3.0,4,Grocery,5,Single,2,1,13.0,1.0,14.0,15.0,262.58
1766,1,0.0,Mobile,1,16.0,COD,Female,3.0,4,Mobile,4,Married,6,0,16.0,1.0,1.0,1.0,125.46000000000001
3297,1,13.0,Mobile,3,18.0,E wallet,Female,3.0,4,Fashion,2,Divorced,3,0,19.0,1.0,8.0,8.0,201.54
4828,0,2.0,Mobile,1,16.0,CC,Female,4.0,4,Mobile,3,Married,7,0,19.0,1.0,3.0,3.0,148.77
3859,0,1.0,Mobile,1,15.0,CC,Female,3.0,2,Mobile,3,Married,9,0,18.0,1.0,2.0,3.0,160.17
109,1,0.0,Mobile,1,16.0,CC,Male,2.0,3,Mobile,2,Divorced,6,1,13.0,0.0,1.0,4.0,124.36000000000001
2575,0,0.0,Mobile,1,35.0,CC,Male,3.0,3,Mobile,5,Married,2,0,13.0,1.0,1.0,2.0,139.07
4164,0,1.0,Mobile,1,9.0,CC,Male,3.0,4,Mobile,4,Married,11,0,13.0,2.0,3.0,3.0,159.68
3665,1,19.0,Mobile,3,20.0,E wallet,Male,3.0,2,Grocery,3,Single,8,1,18.0,1.0,4.0,9.0,261.95
5358,0,7.0,Computer,3,23.0,DC,Female,3.0,4,Laptop,1,Married,3,1,26.0,1.0,2.0,3.0,178.68
2521,0,22.0,Mobile,1,28.0,UPI,Female,3.0,3,Grocery,4,Married,4,0,16.0,1.0,1.0,2.0,264.13
868,0,0.0,Mobile,3,24.0,DC,Male,3.0,1,Laptop,3,Divorced,3,0,11.0,0.0,1.0,2.0,162.32
290,1,0.0,Computer,3,16.0,E wallet,Female,2.0,5,Mobile,3,Married,1,0,16.0,1.0,1.0,0.0,123.50999999999999
64,0,24.0,Mobile,1,9.0,CC,Female,3.0,3,Grocery,4,Single,4,0,18.0,0.0,2.0,0.0,237.33999999999997
3739,0,4.0,Mobile,3,23.0,DC,Male,4.0,4,Laptop,3,Divorced,10,0,16.0,1.0,3.0,3.0,178.01
3885,0,23.0,Mobile,1,7.0,DC,Male,3.0,4,Grocery,3,Single,6,0,15.0,1.0,2.0,1.0,278.79
5571,0,1.0,Mobile,2,9.0,UPI,Female,3.0,4,Mobile,4,Married,6,0,15.0,1.0,2.0,3.0,146.87
4163,0,7.0,Computer,1,10.0,DC,Female,3.0,4,Mobile,3,Married,3,1,12.0,3.0,4.0,1.0,154.09
1468,0,24.0,Mobile,1,12.0,DC,Male,2.0,3,Others,3,Single,8,0,16.0,8.0,15.0,15.0,295.37
4918,0,31.0,Mobile,3,7.0,COD,Male,4.0,4,Fashion,1,Married,5,1,15.0,2.0,2.0,5.0,244.04000000000002
1814,1,0.0,Computer,3,17.0,UPI,Male,2.0,1,Laptop,3,Married,9,0,12.0,1.0,1.0,2.0,147.07
741,0,13.0,Computer,3,8.0,CC,Male,3.0,3,Laptop,4,Divorced,6,0,12.0,1.0,1.0,0.0,143.27
218,0,2.0,Mobile,3,16.0,E wallet,Female,2.0,4,Laptop,4,Married,2,1,14.0,0.0,1.0,7.0,182.68
1505,0,0.0,Mobile,1,16.0,CC,Male,3.0,3,Mobile,1,Married,2,0,24.0,2.0,2.0,2.0,123.22999999999999
513,0,0.0,Mobile,3,10.0,E wallet,Male,2.0,4,Laptop,5,Divorced,2,0,12.0,1.0,1.0,3.0,142.56
2422,1,0.0,Mobile,1,16.0,COD,Male,3.0,4,Mobile,5,Single,7,0,13.0,1.0,1.0,7.0,123.62
732,1,7.0,Mobile,1,16.0,DC,Male,3.0,3,Mobile,3,Single,2,1,11.0,1.0,1.0,2.0,129.36
2986,1,1.0,Mobile,1,10.0,DC,Male,3.0,4,Mobile,3,Single,3,0,14.0,1.0,2.0,1.0,139.2
737,0,10.0,Computer,1,23.0,DC,Male,3.0,5,Mobile,3,Single,3,0,13.0,1.0,1.0,0.0,122.9
1285,0,13.0,Mobile,3,8.0,E wallet,Female,3.0,3,Laptop,4,Married,4,0,14.0,1.0,5.0,10.0,156.77
779,0,21.0,Mobile,1,6.0,DC,Male,3.0,4,Others,2,Single,7,0,12.0,1.0,1.0,0.0,282.65
4008,0,3.0,Computer,1,27.0,CC,Male,3.0,4,Mobile,1,Married,3,0,14.0,2.0,4.0,11.0,163.12
4638,0,1.0,Mobile,3,20.0,CC,Male,3.0,4,Mobile,3,Married,3,0,12.0,2.0,2.0,7.0,145.96
4541,0,4.0,Mobile,3,9.0,COD,Male,4.0,4,Mobile,4,Married,3,0,19.0,2.0,2.0,1.0,149.76
3303,0,8.0,Mobile,2,10.0,UPI,Male,3.0,4,Mobile,2,Divorced,2,0,20.0,2.0,2.0,3.0,162.37
623,1,0.0,Computer,3,35.0,CC,Male,3.0,5,Laptop,5,Single,9,0,18.0,0.0,2.0,2.0,149.69
888,0,3.0,Mobile,3,13.0,E wallet,Female,3.0,3,Laptop,5,Married,8,0,14.0,1.0,1.0,2.0,147.79
3589,0,23.0,Mobile,1,11.0,CC,Male,3.0,5,Others,3,Divorced,4,0,16.0,1.0,2.0,1.0,312.11
3190,0,6.0,Mobile,1,16.0,DC,Female,4.0,4,Laptop,2,Divorced,3,1,13.0,2.0,2.0,6.0,188.22
1654,0,4.0,Mobile,1,11.0,COD,Male,2.0,3,Mobile,1,Married,1,1,12.0,1.0,1.0,3.0,148.21
5276,0,29.0,Mobile,3,33.0,E wallet,Male,3.0,5,Others,1,Married,3,0,16.0,1.0,3.0,14.0,320.86
3451,1,1.0,Mobile,1,22.0,UPI,Male,3.0,4,Laptop,3,Married,9,0,15.0,1.0,2.0,1.0,173.34
1286,0,10.0,Mobile,2,8.0,UPI,Female,2.0,3,Mobile,4,Married,5,0,14.0,0.0,1.0,2.0,121.87
2259,0,28.0,Computer,1,14.0,CC,Male,2.0,4,Grocery,4,Married,2,1,15.0,2.0,2.0,0.0,235.76999999999998
5587,0,14.0,Mobile,1,8.0,DC,Male,3.0,4,Mobile,1,Married,10,0,20.0,2.0,2.0,1.0,149.06
4702,0,12.0,Mobile,1,7.0,DC,Female,3.0,4,Fashion,3,Single,6,1,15.0,1.0,2.0,1.0,203.61
159,0,0.0,Computer,1,17.0,CC,Male,2.0,3,Laptop,5,Divorced,2,1,13.0,2.0,3.0,3.0,147.41
2007,1,10.0,Mobile,3,8.0,CC,Female,2.0,4,Mobile,3,Single,2,0,13.0,1.0,1.0,2.0,120.44
3621,0,4.0,Computer,1,16.0,CC,Female,4.0,4,Laptop,3,Single,9,1,19.0,2.0,2.0,8.0,171.95
3345,0,7.0,Mobile,2,10.0,UPI,Male,3.0,4,Mobile,4,Married,5,1,12.0,1.0,2.0,4.0,147.77
1944,0,10.0,Mobile,2,19.0,UPI,Male,2.0,3,Mobile,4,Married,5,0,13.0,1.0,1.0,4.0,121.43
2973,0,29.0,Mobile,1,27.0,COD,Male,3.0,4,Laptop,2,Divorced,5,1,20.0,2.0,2.0,9.0,179.15
4815,0,7.0,Mobile,2,10.0,UPI,Male,3.0,4,Mobile,4,Married,5,1,12.0,1.0,2.0,4.0,147.77
2411,0,6.0,Mobile,1,10.0,CC,Female,2.0,4,Mobile,4,Married,9,0,11.0,1.0,1.0,2.0,138.38
5338,0,1.0,Mobile,3,9.0,CC,Female,3.0,4,Mobile,3,Single,3,0,20.0,1.0,3.0,3.0,152.83
1564,0,27.0,Mobile,3,9.0,E wallet,Female,2.0,3,Laptop,5,Married,3,0,14.0,1.0,1.0,5.0,159.4
4849,1,1.0,Mobile,1,11.0,COD,Male,3.0,4,Mobile,5,Single,3,0,20.0,2.0,2.0,1.0,154.73
2711,0,12.0,Computer,3,27.0,DC,Female,2.0,5,Laptop,3,Married,7,0,19.0,0.0,1.0,2.0,157.36
5148,0,15.0,Computer,1,29.0,DC,Female,4.0,4,Laptop,1,Married,5,1,15.0,3.0,4.0,4.0,179.67
3552,0,18.0,Computer,1,24.0,DC,Male,4.0,6,Mobile,3,Single,4,0,14.0,2.0,2.0,1.0,147.9
4768,1,19.0,Mobile,3,9.0,CC,Male,3.0,4,Laptop,1,Single,6,0,17.0,2.0,8.0,4.0,176.6
2647,0,8.0,Mobile,1,29.0,CC,Male,3.0,5,Mobile,3,Married,1,0,16.0,0.0,1.0,3.0,127.05000000000001
974,0,18.0,Mobile,1,6.0,COD,Male,3.0,3,Fashion,4,Married,2,0,12.0,6.0,7.0,7.0,174.41
4298,0,1.0,Mobile,3,35.0,DC,Male,3.0,5,Laptop,3,Married,4,0,19.0,2.0,3.0,3.0,211.39
3062,0,9.0,Mobile,1,16.0,DC,Male,4.0,5,Laptop,4,Single,11,0,20.0,2.0,2.0,1.0,190.4
3590,0,10.0,Computer,1,10.0,COD,Male,3.0,4,Mobile,4,Divorced,3,0,13.0,2.0,2.0,8.0,161.92
2815,1,5.0,Mobile,3,7.0,DC,Female,4.0,4,Laptop,2,Single,10,1,12.0,2.0,2.0,6.0,184.93
4011,0,21.0,Mobile,1,16.0,DC,Female,4.0,4,Mobile,3,Single,6,0,13.0,2.0,3.0,1.0,146.05
403,1,13.0,Computer,3,14.0,COD,Male,2.0,3,Laptop,3,Divorced,4,1,14.0,1.0,1.0,3.0,167.96
4653,0,18.0,Mobile,2,7.0,DC,Female,3.0,5,Laptop,3,Single,6,0,12.0,2.0,2.0,3.0,184.85
4655,1,1.0,Mobile,3,9.0,E wallet,Male,3.0,4,Mobile,5,Married,2,0,12.0,2.0,2.0,3.0,155.41
4936,1,1.0,Computer,3,16.0,E wallet,Female,3.0,4,Mobile,1,Single,3,1,15.0,2.0,2.0,3.0,148.23
241,1,4.0,Computer,3,10.0,E wallet,Male,2.0,3,Laptop,4,Single,2,0,18.0,7.0,7.0,7.0,193.55
2812,0,0.0,Mobile,1,10.0,DC,Male,2.0,1,Laptop,4,Married,2,1,20.0,0.0,1.0,3.0,161.42
3588,0,17.0,Mobile,1,10.0,DC,Male,4.0,6,Others,2,Divorced,5,0,16.0,2.0,2.0,8.0,322.4
3813,0,9.0,Mobile,1,17.0,CC,Female,3.0,4,Laptop,3,Single,5,1,17.0,2.0,2.0,5.0,186.42
5034,0,4.0,Mobile,1,14.0,DC,Male,3.0,4,Laptop,3,Married,3,0,14.0,5.0,9.0,10.0,159.91
3541,0,30.0,Mobile,1,11.0,COD,Female,4.0,4,Others,5,Married,6,0,14.0,1.0,5.0,3.0,324.43
653,0,19.0,Mobile,1,14.0,DC,Female,3.0,4,Laptop,5,Married,9,1,23.0,1.0,1.0,7.0,146.15
698,0,2.0,Computer,1,16.0,DC,Female,3.0,3,Mobile,4,Married,1,0,14.0,1.0,1.0,1.0,132.91
2100,0,18.0,Mobile,3,17.0,DC,Female,2.0,3,Grocery,1,Married,4,0,13.0,1.0,1.0,1.0,276.5
2873,0,24.0,Mobile,1,7.0,CC,Male,3.0,5,Mobile,3,Divorced,4,0,16.0,1.0,2.0,3.0,161.9
5030,0,9.0,Mobile,3,24.0,DC,Male,4.0,4,Laptop,5,Married,5,1,16.0,1.0,2.0,3.0,214.66
3037,0,21.0,Computer,3,11.0,CC,Male,3.0,4,Laptop,3,Single,5,0,20.0,1.0,2.0,1.0,154.76
3140,0,5.0,Mobile,3,9.0,DC,Male,4.0,4,Laptop,2,Single,6,1,14.0,2.0,2.0,6.0,190.82
817,0,9.0,Mobile,1,16.0,COD,Female,3.0,3,Fashion,3,Divorced,4,0,12.0,0.0,1.0,7.0,170.94
934,0,8.0,Mobile,3,16.0,DC,Male,3.0,3,Mobile,3,Divorced,2,0,13.0,1.0,1.0,0.0,124.03999999999999
1779,0,4.0,Mobile,1,15.0,DC,Male,2.0,3,Fashion,4,Married,2,0,25.0,0.0,1.0,8.0,206.48000000000002
